date ,ID ,percent_cover,total_sc,HEDU_sc,SH_1,SH_2,SH_3,SH_4,LL_1,Flowers,f_species,dominant ,Reassigned_stems,Notes ,,
2/29/24,30,<1,,,,,,,,N,,HEDU,,,,Y
2/29/24,29,2,,,,,,,,N,,PONO,,,,N
2/29/24,28,<1,,,,,,,,N,,HEDU,,,,
2/29/24,27,0,,,,,,,,N,,N/A,,,,
2/29/24,26,1,,,,,,,,N,,HEDU,,,,
2/29/24,25,0,,,,,,,,N,,N/A,,,,
2/29/24,24,1,,,,,,,,N,,NYOD,,,,
2/29/24,23,0,,,,,,,,N,,VANE,,,,
2/29/24,22,1,,,,,,,,N,,PONO,,,,
2/29/24,21,1,,,,,,,,N,,HEDU,,,,
2/29/24,20,4,,,,,,,,N,,PONO,,,,
2/29/24,19,0,,,,,,,,N,,HEDU,,,,
2/29/24,18,5,,,,,,,,N,,PONO,,,,
2/29/24,17,<1,,,,,,,,N,,HEDU,,,,
2/29/24,16,4,,,,,,,,N,,PONO,,,,
2/29/24,15,0,,,,,,,,N,,N/A,,,,
2/29/24,14,1,,,,,,,,N,,HEDU,,,,
2/29/24,13,0,,,,,,,,N,,VANE,,,,
2/29/24,12,0,,,,,,,,N,,HYVE,,,,
2/29/24,11,1,,,,,,,,N,,PONO,,,,
2/29/24,10,1,,,,,,,,N,,NYOD,,,,
2/29/24,9,1,,,,,,,,N,,HEDU,,,,
2/29/24,8,1,,,,,,,,N,,NYOD,,,,
2/29/24,7,0,,,,,,,,N,,HEDU,,,,
2/29/24,6,0,,,,,,,,N,,HYVE,,,,
2/29/24,5,<1,12,,,,,,,N,,PONO,,,,
2/29/24,4,1,,,,,,,,N,,PONO,,,,
2/29/24,3,<1,13,,,,,,,N,,HEDU,,,,
2/29/24,2,0,,,,,,,,N,,N/A,,,,
2/29/24,1,0,,,,,,,,N,,VANE,,,,
3/5/24,30,1,23,,,,,,,N,,HEDU,,,,
3/5/24,29,2,38,,,,,,,N,,PONO,,,,
3/5/24,28,2,36,,,,,,,N,,HEDU,,,,
3/5/24,27,0,,,,,,,,N,,N/A,,no live agb ,,
3/5/24,26,4,34,,,,,,,N,,HEDU,,,,
3/5/24,25,0,,,,,,,,N,,N/A,,no live agb ,,
3/5/24,24,1,,,,,,,,N,,NYOD,,,,
3/5/24,23,0,,,,,,,,N,,VANE,,,,
3/5/24,22,6,28,,,,,,,N,,PONO,,,,
3/5/24,21,2,32,,,,,,,N,,HEDU,,,,
3/5/24,20,6,35,,,,,,,N,,PONO,,,,
3/5/24,19,1,13,,,,,,,N,,HEDU,,,,
3/5/24,18,7,46,,,,,,,N,,PONO,,,,
3/5/24,17,<1,18,,,,,,,N,,HEDU,,,,
3/5/24,16,5,39,,,,,,,N,,PONO,,,,
3/5/24,15,0,20,,,,,,,N,,HEDU,,,,
3/5/24,14,2,16,,,,,,,N,,HEDU,,,,
3/5/24,13,0,,,,,,,,N,,VANE,,,,
3/5/24,12,0,9,,,,,,,N,,HYVE,,,,
3/5/24,11,2,24,,,,,,,N,,PONO,,,,
3/5/24,10,<1,,,,,,,,N,,NYOD,,,,
3/5/24,9,2,19,,,,,,,N,,HEDU,,,,
3/5/24,8,2,,,,,,,,N,,NYOD,,,,
3/5/24,7,0,19,,,,,,,N,,HEDU,,,,
3/5/24,6,0,8,,,,,,,N,,HYVE,,,,
3/5/24,5,2,25,,,,,,,N,,PONO,,,,
3/5/24,4,4,40,,,,,,,N,,PONO,,,,
3/5/24,3,2,21,,,,,,,N,,HEDU,,,,
3/5/24,2,<1,30,,,,,,,N,,HEDU,,,,
3/5/24,1,0,,,,,,,,N,,VANE,,,,
3/12/24,30,2,43,,,,,,,N,,HEDU,,,,
3/12/24,29,6,39,,,,,,,N,,PONO,,,,
3/12/24,28,4,51,,,,,,,N,,HEDU,,,,
3/12/24,27,0,,,,,,,,N,,N/A,,,,
3/12/24,26,4,43,,,,,,,N,,HEDU,,,,
3/12/24,25,0,,,,,,,,N,,N/A,,,,
3/12/24,24,2,,,,,,,,N,,NYOD,,,,
3/12/24,23,0,,,,,,,,N,,VANE,,,,
3/12/24,22,7,27,,,,,,,N,,POMO,,,,
3/12/24,21,2,41,,,,,,,N,,HEDU,,,,
3/12/24,20,11,41,,,,,,,N,,PONO,,,,
3/12/24,19,2,13,,,,,,,N,,HEDU,,,,
3/12/24,18,14,64,,,,,,,N,,PONO,,,,
3/12/24,17,2,18,,,,,,,N,,HEDU,,,,
3/12/24,16,8,41,,,,,,,N,,PONO,,,,
3/12/24,15,<1,18,,,,,,,N,,HEDU,,,,
3/12/24,14,2,24,,,,,,,N,,HEDU,,,,
3/12/24,13,0,,,,,,,,N,,VANE,,,,
3/12/24,12,0,7,,,,,,,N,,HYVE,,,,
3/12/24,11,3,15,,,,,,,N,,PONO,,,,
3/12/24,10,2,,,,,,,,N,,NYOD,,,,
3/12/24,9,4,26,,,,,,,N,,HEDU,,,,
3/12/24,8,3,,,,,,,,N,,NYOD,,,,
3/12/24,7,<1,19,,,,,,,N,,HEDU,,,,
3/12/24,6,0,,,,,,,,N,,HYVE,,,,
3/12/24,5,7,27,,,,,,,N,,PONO,,,,
3/12/24,4,7,45,,,,,,,N,,PONO,,,,
3/12/24,3,3,20,,,,,,,N,,HEDU,,,,
3/12/24,2,<1,28,,,,,,,N,,HEDU,,,,
3/12/24,1,0,,,,,,,,N,,VANE,,,,
3/20/24,30,9,41,,,,,,,N,,HEDU,,,,
3/20/24,29,18,55,,,,,,,N,,PONO,,,,
3/20/24,28,8,62,,,,,,,N,,HEDU,,,,
3/20/24,27,0,,,,,,,,N,,VANE,,,,
3/20/24,26,23,55,,,,,,,N,,HEDU,,,,
3/20/24,25,0,,,,,,,,N,,,,no live agb ,,
3/20/24,24,3,7,,,,,,,N,,NYOD,,,,
3/20/24,23,0,,,,,,,,N,,VANE,,,,
3/20/24,22,17,32,,,,,,,N,,PONO,,,,
3/20/24,21,15,55,,,,,,,N,,HEDU,,,,
3/20/24,20,19,53,,,,,,,N,,PONO,,,,
3/20/24,19,9,14,,,,,,,N,,HEDU,,,,
3/20/24,18,30,67,,,,,,,N,,PONO,,,,
3/20/24,17,7,53,,,,,,,N ,,HEDU,,,,
3/20/24,16,21,70,,,,,,,N,,PONO,,,,
3/20/24,15,3,26,,,,,,,N,,HEDU,,,,
3/20/24,14,10,18,,,,,,,N,,HEDU,,,,
3/20/24,13,<1,,,,,,,,N,,VANE,,,,
3/20/24,12,<1 ,9,,,,,,,N,,HYVE,,,,
3/20/24,11,8,24,,,,,,,N,,PONO,,,,
3/20/24,10,3,,,,,,,,N,,NYOD,,,,
3/20/24,9,12,33,,,,,,,N,,N/A,,,,
3/20/24,8,5,,,,,,,,N,,NYOD,,,,
3/20/24,7,4,22,,,,,,,N,,HEDU,,,,
3/20/24,6,0,,,,,,,,N,,HYVE,,,,
3/20/24,5,8,37,,,,,,,N,,PONO,,,,
3/20/24,4,19,48,,,,,,,N,,PONO,,,,
3/20/24,3,9,30,,,,,,,N,,HEDU,,,,
3/20/24,2,3,35,,,,,,,N,,HEDU,,,,
3/20/24,1,<1,,,,,,,,N,,VANE,,,,
3/26/24,6,0,,,46,44,,,,N,,HYVE,,,,
3/26/24,5,12,34,,88,69,70,,,N,,PONO,,,,
3/26/24,4,25,52,,80,60,82,,,N,,PONO,,,,
3/26/24,3,11,25,,66,67,81,,,N,,HEDU,,,,
3/26/24,2,6,28,,57,48,80,,,N,,HEDU,,,,
3/26/24,1,<1,,,,,,,,N,,VANE,,,,
3/27/24,30,10,48,44,72,64,84,,,N,,HEDU,,,,
3/27/24,29,17,71,17,61,65,62,,,N,,PONO,,,,
3/27/24,28,11,71,64,70,76,73,,,N,,HEDU,,,,
3/27/24,27,0,,,,,,,,N,,VANE,,7 leaves,,
3/27/24,26,17,70,64,64,40,81,,,N,,HEDU,,,,
3/27/24,25,0,,,,,,,,N,,,,Plant is dead,,
3/27/24,24,4,9,,85,,75,,,N,,NYOD,,,,
3/27/24,23,0,,,,,,,,N,,VANE,,,,
3/27/24,22,19,62,,54,69,60,,,N,,PONO,,,,
3/27/24,21,9,61,55,54,39,66,,,N,,HEDU,,,,
3/27/24,20,21,65,,53,61,81,,,N,,PONO,,,,
3/27/24,19,10,18,,85,55,69,,,N,,HEDU,,,,
3/27/24,18,38,104,40,67,59,65,,,N,,PONO,,,,
3/27/24,17,8,30,,48,64,59,,,N,,HEDU,,,,
3/27/24,16,21,66,31,75,84,50,,,N,,PONO,,,,
3/27/24,15,8,24,18,51,55,66,,,N,,HEDU,,,,
3/27/24,14,11,29,,76,77,67,,,N,,HEDU,,,,
3/27/24,13,<1,,,,,,,,N,,VANE,,,,
3/27/24,12,<1,,,59,60,59,,,N,,HYVE,,,,
3/27/24,11,12,28,,67,62,63,,,N,,PONO,,,,
3/27/24,10,2,4,,69,,67,,,N,,NYOD,,,,
3/27/24,9,12,37,,70,67,55,,,N,,HEDU,,,,
3/27/24,8,7,8,,43,70,74,,,N,,NYOD,,,,
3/27/24,7,4,22,,51,60,55,,,N,,HEDU,,,,
3/29/24,25,0,2,,32,,7,,,N,,NYOD,,new NYOD was replanted on 3/29/2024,,
4/3/24,30,14,57,51,80,71,90,,,N,,HEDU,,,,
4/3/24,29,31,91,26,67,70,71,,,N,,PONO,,,,
4/3/24,28,32,63,57,73,92,85,,,N,,HEDU,,,,
4/3/24,27,0,,,,,,,,N,,VANE,,,,
4/3/24,26,25,67,59,69,51,84,,,N,,HEDU,,,,
4/3/24,25,1,2,,60,,29,,,N,,NYOD,,,,
4/3/24,24,9,9,,83,,78,,,N,,NYOD,,,,
4/3/24,23,<1,,,,,,,,N,,VANE,,,,
4/3/24,22,31,78,,57,69,62,,,Y,,PONO,,,,
4/3/24,21,22,71,,63,47,59,,,N,,HEDU,,,,
4/3/24,20,38,80,,60,64,87,,,N,,PONO,,,,
4/3/24,19,19,29,,93,70,78,,,N,,HEDU,,,,
4/3/24,18,60,158,53,70,68,62,,,Y,,PONO,,,,
4/3/24,17,15,52,,57,70,62,,,N,,HEDU,,,,
4/3/24,16,50,83,34,71,83,49,,,N,,PONO,,,,
4/3/24,15,13,28,21,57,59,75,,,N,,HEDU,,,,
4/3/24,14,17,32,27,84,82,78,,,N,,HEDU,,,,
4/3/24,13,2,,,,,,,,N,,VANE,,,,
4/3/24,12,<1,,,62,58,60,,,N,,HYVE,,,,
4/3/24,11,20,53,,67,70,64,,,N,,PONO,,,,
4/3/24,10,2,3,,,,72,,,N,,NYOD,,,,
4/3/24,9,29,48,38,75,76,63,,,N,,HEDU,,,,
4/3/24,8,7,8,,68,75,83,,,N,,NYOD,,,,
4/3/24,7,10,26,,57,68,64,,,N,,HEDU,,,,
4/3/24,6,<1,,,60,51,,,,N,,HYVE,,,,
4/3/24,5,14,57,,83,86,74,,,N,,PONO,,,,
4/3/24,4,31,81,25,82,69,82,,,N,,PONO,,,,
4/3/24,3,20,38,,74,78,87,,,N,,HEDU,,,,
4/3/24,2,10,36,,58,57,71,,,N,,HEDU,,,,
4/3/24,1,<1,,,,,,,,N,,VANE,,,,
4/11/24,16,60,166,66,83,89,61,,72,Y,,PONO,,,,
4/11/24,15,18,81,39,67,64,87,,79,N,,HEDU,,,,
4/11/24,14,31,51,44,95,78,78,,87,N,,HEDU,,,,
4/11/24,13,4,,,,,,,85,N,,VANE,,,,
4/11/24,12,2,60,,67,63,66,,,N,,HYVE,,,,
4/11/24,11,33,70,,62,74,69,,,Y,,PONO,,,,
4/11/24,10,5,3,,69,26,80,,,N,,NYOD,"SH_1, SH_2",,,
4/11/24,9,43,39,29,79,69,68,,68,N,,,,,,
4/11/24,8,11,9,,86,80,98,,,N,,NYOD,,,,
4/11/24,7,18,53,,67,76,68,,,,,,,,,
4/11/24,6,<1,46,,65,57,,,,,,HYVE,,,,
4/11/24,5,24,92,40,100,91,74,,,Y,,PONO,,,,
4/11/24,4,44,114,,85,80,84,,58,Y,"VANE, PONO",PONO,,,,
4/11/24,3,27,53,,91,89,98,,,N,,HEDU,,,,
4/11/24,2,,116,45,64,54,71,,88,N,,,,,,
4/11/24,1,1,,,,,,,70,N,,VANE,,,,
4/12/24,30,45,71,61,90,81,94,,74,N,,HEDU,,,,
4/12/24,29,60,130,16,71,72,79,,52,Y,,PONO,,,,
4/12/24,28,40,83,18,76,100,83,,95,Y,HYVE,HEDU,,,,
4/12/24,27,0,,,,,,,22,N,,VANE,,,,
4/12/24,26,45,76,67,81,58,89,,83,N,,HEDU,,,,
4/12/24,25,3,2,,65,,56,,,N,,NYOD,,,,
4/12/24,24,18,9,,83,51,85,,,N,,NYOD,,,,
4/12/24,23,<1,,,,,,,85,N,,VANE,,,,
4/12/24,22,60,132,,62,66,66,,,Y,,PONO,,,,
4/12/24,21,37,110,75,85,50,77,,59,N,,HEDU,,,,
4/12/24,20,47,135,,62,65,90,,,Y,,PONO,,,,
4/12/24,19,32,44,,88,89,88,,,N,,HEDU,,,,
4/12/24,18,79,212,57,72,90,67,,70,Y,,PONO,SH_2,,,
4/12/24,17,25,52,,65,64,71,,,N,,HEDU,,,,
4/22/24,22,,,,,67.5,,,,,,,,Removed portion for destructive harvest ,,
4/23/24,21,,,,,,,,,,,,,Some HEDU removed for destructive harvest,,
4/23/24,12,,,,,,,,,,,,,Used for HYVE destructive harvest ,,
4/24/24,10,14,7,,81,78,,,,N,,NYOD,,,,
4/24/24,9,60,78,56,85,95,82,,66,Y,NYOD,HEDU,,,,
4/24/24,8,22,10,,102,Dead,Dead,,,N,,NYOD,,,,
4/24/24,7,45,92,,77,80,88,,,N,,HEDU,,,,
4/24/24,6,14,120,,62,67.5,,,,Y,,HYVE,,,,
4/24/24,5,70,155,,85,89,85,,,Y,,PONO,,,,
4/24/24,4,97,196,41,84,92,85,,,Y,,PONO,,,,
4/24/24,3,41,77,,117,106,117,,,N,,HEDU,,,,
4/24/24,2,75,150,59,75,66,78,,87,Y,"VANE, HYVE",HEDU,,,,
4/24/24,1,5,,,,,,,76.5,N,,VANE,,,,
4/25/24,30,74,124,109,101,91,,,80,Y,,HEDU,,,,
4/25/24,29,100,237,46,70,73,83,,55,Y,PONO,PONO,,,,
4/25/24,28,100,257,110,86,112,111,,97,Y,,HEDU,,,,
4/25/24,27,0,,,,,,,25,N,,VANE,,,,
4/25/24,26,67,112,97,99,61,100,,89.5,N,,HEDU,,,,
4/25/24,25,7,6,,84,,74,,,N,,NYOD,,,,
4/25/24,24,40,19,,,74,89,,,Y,,NYOD,,,,
4/25/24,23,2,,,,,,,91,N,,VANE,,Used for VAAM destructive harvest on 4/25/2024,,
4/25/24,22,85,290,,71,,70,,,Y,,PONO,,,,
4/25/24,21,74,170,96,78,64,89,,57,N,,HEDU,,,,
4/25/24,20,95,179,,82,56,89,,,Y,,PONO,,24 HEDU stems (not included in stem count),,
4/25/24,19,60,61,,103,115,102,,,N,,HEDU,,,,
4/25/24,18,100,384,,69,110,65,,70,Y,,PONO,,,,
4/25/24,17,44,90,,90,72,97,,,N,,HEDU,,,,
4/25/24,16,100,307,101,99,84,71,,61,Y,,PONO,,,,
4/25/24,15,66,244,89,87,76,110,,102,Y,,HEDU,,,,
4/25/24,14,62,89,82,139,118,Dead,,96.5,N,,HEDU,,,,
4/25/24,13,5,,,,,,,84.5,Y,,VANE,,,,
4/25/24,12,8,112,,67,67.5,66,,,Y,,HYVE,,,,
4/25/24,11,81,195,,68,75,66,,,Y,,PONO,,,,
4/29/24,24,,,,,,,,,,,NYOD,,Removed for destructive harvest ,,
4/30/24,6,59,160,,72,,57,,,Y,,HYVE,,,,
4/30/24,5,100,180,,92,97,91,,,Y,,PONO,,,,
4/30/24,4,100,234,51,85,100,77,,63.5,Y,,PONO,,,,
4/30/24,3,76,84,37,75,112,128.5,,,N,,HEDU,,,,
4/30/24,2,90,331,86,83,65,85,,84,Y,"HYVE, HEDU",HEDU,SH_2,,,
4/30/24,1,9,,,,,,,80,N,,VANE,,,,
5/1/24,16,100,379,90,116,70,76,53,59,Y,PONO,PONO,,,,
5/1/24,15,96,312,92,95,80,122,83.5,99.5,Y,,HEDU,,,,
5/1/24,14,84,84,73,137,125,57,87,103.5,N,,HEDU,,,,
5/1/24,13,10,,,,,,,88.5,Y,,VANE,,,,
5/1/24,12,26,212,,81.5,67,88,66,,Y,,HYVE,,,,
5/1/24,11,100,188,,75,65,70,,,Y,,PONO,,,,
5/1/24,10,35,11,,87,87,58,,,N,,NYOD,,,,
5/1/24,9,89,105,,Dead,109,93,,75,N,,N/A,,Equal cover between HEDU and NYOD; 25 NYOD stems and 80 HEDU stems,,
5/1/24,8,21,11,,100,,70,,,N,,NYOD,,,,
5/1/24,7,95,94,,92,97,99,,,N,,HEDU,,,,
5/2/24,24,44,14,,83,74,,,92.5,Y,,NYOD,,Did not tag a SH4,,
5/2/24,23,4,,,,,,,92.5,N,,VANE,,,,
5/2/24,22,100,290,,,30,68,58,,Y,,PONO,,Could not find SH1,,
5/2/24,21,100,256,146,83,81,101,47,68,Y,HEDU,HEDU,,,,
5/2/24,20,100,344,,73,77,82,59,,N,,PONO,,16 accidental HEDU stems present (included in the total stem count),,
5/2/24,19,80,73,,111,126,111,65,,N,,HEDU,,,,
5/2/24,18,100,381,95,Dead,115,57,53,84,Y,PONO,PONO,SH_3,,,
5/2/24,17,81,87,,92,82,96,54,,N,,HEDU,,,,
5/3/24,30,96,142,122,116,100,75,47,75.5,N,,N/A,,,,
5/3/24,29,100,265,30,73.5,Dead,89,63,67,Y,,PONO,,,,
5/3/24,28,100,278,,95,127,115,36.5,114.5,Y,HEDU,HEDU,,HYVE and HEDU stem count unknown; HEDU flowers,,
5/3/24,27,0,,,,,,,45,N,,VANE,,,,
5/3/24,26,97,146,128,112,67,103.5,23.5,86,N,,HEDU,,,,
5/3/24,25,10,8,,93,86,77,,,N,,NYOD,,Did not tag a SH4,,
5/14/24,11,100,301,,,78,65,66,,Y,,PONO,,,,
5/14/24,10,60,20,,98,113,95,84,,N,,NYOD,SH_2,,,
5/14/24,9,100,138,92,,92,112,84,83.5,Y,HEDU,HEDU,,,,
5/14/24,8,30,14,,,102,,88,,Y,,NYOD,,,,
5/14/24,7,100,124,,99,93,,72,,Y,,HEDU,,,,
5/14/24,6,100,790,,120,95,100,67,,N,,HYVE,,,,
5/14/24,5,100,351,,96,106,87,70,,Y,,PONO,,8 HEDU stems were present (not included in total stem count),,
5/14/24,4,100,291,,84,114,Dead,88,71,Y,PONO,PONO,,,,
5/14/24,3,95,109,,138,115,141,74,,Y,,HEDU,,,,
5/14/24,2,100,458,105,97,98,92,113,95,Y,"HEDU, HYVE",HYVE,SH_2,,,
5/14/24,1,16,,,,,,,87,N,,VANE,,,,
5/15/24,30,100,,,,,,,,Y,"HEDU, NYOD",,,,,
5/15/24,29,100,,,,,,,,Y,"PONO, VANE",PONO,,,,
5/15/24,28,100,,,,,,,,Y,"VANE, HEDU",HEDU,,,,
5/15/24,27,0,,,,,,,58,N,,VANE,,,,
5/15/24,26,100,,,,,,,,Y,,,,,,
5/15/24,25,15,13,,91,98,44,,,N,,NYOD,SH_3,original SH3 was dead,,
5/15/24,24,22,,,,,,,,N,,NYOD,,,,
5/15/24,23,2,,,,,,,,N,,VANE,,,,
5/15/24,22,100,,,,,,,,Y,PONO,PONO,,,,
5/15/24,21,100,439,94,44,79,85,84,71,Y,HEDU,HEDU,SH_1,,,
5/15/24,20,100,,,,,,,,Y,"HEDU, PONO",PONO,,,,
5/15/24,19,100,,,,,,,,Y,,HEDU,,,,
5/15/24,18,100,,,,,,,,Y,"HEDU, PONO",HEDU,,,,
5/15/24,17,100,,,,,,,,Y,HEDU,HEDU,,,,
5/15/24,16,100,362,,67,Dead,91,74,60,Y ,"HEDU, PONO",,SH_1,SH4 was damaged ,,
5/15/24,15,100,,,,,,,,Y,HEDU,HEDU,,HEDU senescence ,,
5/15/24,14,100,126,115,135,155,91,87,99,Y,HEDU,HEDU,SH_1,,,
5/15/24,13,20,,,,,,,102,Y,,VANE,,,,
5/15/24,12,100,472,,89,126,Dead,98,,N,,HYVE,,,,
5/21/24,19,95,90,,118,136,120,89,,Y,HEDU,HEDU,,,,
5/21/24,18,100,440,60,68,134,65,91,84,Y,HEDU,HEDU,SH_1,,,
5/21/24,17,90,174,,59,138,117,101,,Y,HEDU,HEDU,SH_1,,,
5/21/24,16,100,,,,,,,,Y,"HEDU, PONO",,,,,
5/21/24,15,100,301,,109,123,132,87,114,Y,HEDU,HEDU,,,,
5/23/24,27,0,,,,,,,60,N,,VANE,,,,
5/23/24,26,100,89,56,149,81,63.5,0,83,Y,,HEDU,"SH_2, SH_3, SH_4",Original SH4 was dead,,
5/23/24,25,25,15,,29,108,90,,,Y,,NYOD,SH_1,SH4 has not been flagged ,,
5/23/24,24,23,18,,99,89,74.5,,,N,,NYOD,,A SH4 has not been flagged ,,
5/23/24,23,3,,,,,,,87,N,,VANE,,,,
5/23/24,22,100,410,,82,57,73,67,,Y,,PONO,,,,
5/23/24,21,100,,,,,,,,Y,HEDU,,,,,
5/23/24,20,100,604,,70,87,53,75,,Y,PONO,PONO,SH_3,40 HEDU stems present (not included in stem count),,
5/23/24,14,100,,,,,,,,Y,HEDU,HEDU,,,,
5/23/24,13,21,,,,,,,,Y,,VANE,,,,
5/23/24,12,100,,,,,,,,N,,HYVE,,,,
5/23/24,11,100,,,,,,,,Y,PONO,PONO,,,,
5/23/24,10,87,,,,,,,,Y,NYOD,NYOD,,,,
5/23/24,9,100,,,,,,,,Y,"NYOD, HEDU",NYOD,,,,
5/23/24,8,25,,,,,,,,Y,NYOD,NYOD,,,,
5/23/24,7,100,,,,,,,,Y,HEDU,HEDU,,,,
5/23/24,6,100,,,,,,,,N,,HYVE,,,,
5/23/24,5,100,,,,,,,,Y,PONO,PONO,,,,
5/23/24,4,100,,,,,,,,Y,"HEDU, PONO",PONO,,,,
5/23/24,3,100,,,,,,,,Y,HEDU,HEDU,,,,
5/23/24,2,100,,,,,,,,Y,"VANE, HEDU",HYVE,,,,
5/23/24,1,17,,,,,,,,Y,,VANE,,,,
5/24/24,30,100,205,,118,111,26,134,100,Y,"HEDU, NYOD",HEDU,SH_3,,,
5/24/24,29,100,409,30,77,62,109,91,77,Y,"PONO, HEDU",PONO,SH_2,,,
5/24/24,28,100,544,147,117,,127,163,100,Y,,HEDU,SH_1,,,
5/29/24,8,40,21,,86,96,43,102,,Y,,NYOD,"SH_2, SH_3",,,
5/29/24,7,83,170,,111,94,118,72,,Y,,HEDU,,,,
5/29/24,6,100,1975,,128,,,60,,N,,HYVE,,,,
5/29/24,5,100,533,,91,107,103,70,,Y,,PONO,SH_3,10 HEDU stems were present in pool (not included in total stem count),,
5/29/24,4,100,488,70,Dead,140,102,75,70,Y,"PONO, HEDU",PONO,SH_3,,,
5/29/24,3,99,113,,99,98,123,75.5,,Y,,HEDU,,SH1 was damaged ,,
5/29/24,2,100,1123,123,107,85,99,133,99,Y,"VANE, HEDU",HYVE,,SH2 was damaged,,
5/29/24,1,10,,,,,,,106,N,,VANE,,,,
5/30/24,14,92,94,80,139,140,91,,100.5,Y,HEDU,HEDU,SH_3,,,
5/30/24,13,10,,,,,,,92,Y,,VANE,,,,
5/30/24,11,86,436,,78,66,91,68,,Y,,PONO,"SH_2, SH_3, SH_1",original SH3 and SH2 were dead,,
5/30/24,10,88,33,,93.5,,118,125,,Y,,NYOD,SH_1,,,
